article_idx,article_id,url,title,in_training,dominant_prob_seed42,companion_stability
1561,politics/2001/may/15/election2001.politicalcolumnists1,https://www.theguardian.com/politics/2001/may/15/election2001.politicalcolumnists1,Comment: in love with business,no,0.3988,0.3754
1562,media/2001/jan/26/pressandpublishing.privacy,https://www.theguardian.com/media/2001/jan/26/pressandpublishing.privacy,Prince attends PCC birthday party,no,0.3073,0.0572
1563,media/2001/oct/29/mondaymediasection.comment,https://www.theguardian.com/media/2001/oct/29/mondaymediasection.comment,A gathering of editors,no,0.82,0.2275
1564,science/2000/jan/20/spaceexploration.russia,https://www.theguardian.com/science/2000/jan/20/spaceexploration.russia,Russian cabinet launches new Mir mission,no,0.7222,0.118
1565,politics/2001/jan/16/uk.politicalnews,https://www.theguardian.com/politics/2001/jan/16/uk.politicalnews,John Carvel on Blair's new deal for London's deprived East End,no,0.7801,0.1625
1566,world/2001/feb/20/worlddispatch.annemcilroy,https://www.theguardian.com/world/2001/feb/20/worlddispatch.annemcilroy,Testy westerners,no,0.3076,0.274
1567,society/2001/jan/16/communities,https://www.theguardian.com/society/2001/jan/16/communities,Quick fixes give fillip to East End experiment,no,0.7801,0.1625
1568,society/2000/jun/28/environment,https://www.theguardian.com/society/2000/jun/28/environment,Eco soundings,no,0.3413,0.3358
1569,technology/2000/dec/19/billgates.microsoft,https://www.theguardian.com/technology/2000/dec/19/billgates.microsoft,Microsoft risks overreaching itself,no,0.4538,0.0724
1570,education/2001/jan/23/highereducation.theguardian4,https://www.theguardian.com/education/2001/jan/23/highereducation.theguardian4,The pros and cons of the Tories' university funding plans,no,0.3752,0.1663
1571,politics/2000/mar/16/uk.politicalnews4,https://www.theguardian.com/politics/2000/mar/16/uk.politicalnews4,Shock discovery that undermined retirement plans,no,0.5931,0.3895
1572,politics/1999/sep/08/labourconference.labour,https://www.theguardian.com/politics/1999/sep/08/labourconference.labour,Blair dares sell-off rebels to act,no,0.3652,0.3087
1573,money/2001/mar/12/officehours1,https://www.theguardian.com/money/2001/mar/12/officehours1,A new kind of secretary,no,0.3813,0.2881
1574,media/1999/sep/20/broadcasting.mondaymediasection,https://www.theguardian.com/media/1999/sep/20/broadcasting.mondaymediasection,Chris is arisen,no,0.6609,0.112
1575,business/2000/sep/16/3,https://www.theguardian.com/business/2000/sep/16/3,Footsie hit by late flurry,no,0.6483,0.3613
1576,education/1999/aug/17/schools,https://www.theguardian.com/education/1999/aug/17/schools,Brought to book,no,0.4454,0.4635
1577,politics/2000/feb/13/labour.labour1997to99,https://www.theguardian.com/politics/2000/feb/13/labour.labour1997to99,Scandal of playing fields that Labour didn't save,no,0.3801,0.1091
1578,media/2000/jul/09/mondaymediasection.broadcasting,https://www.theguardian.com/media/2000/jul/09/mondaymediasection.broadcasting,ITV waits for a signal,no,0.2949,0.3058
1579,technology/1999/jan/14/internet8,https://www.theguardian.com/technology/1999/jan/14/internet8,Telecom regulator steps into row over low-cost surfing,no,0.6221,0.3906
1580,world/2000/mar/03/mozambique,https://www.theguardian.com/world/2000/mar/03/mozambique,What the world press says,no,0.2708,0.195
1581,politics/1999/nov/18/parliament.uk4,https://www.theguardian.com/politics/1999/nov/18/parliament.uk4,Bills in brief,no,0.2377,0.2652
1582,politics/1999/jun/25/politicalnews.uk,https://www.theguardian.com/politics/1999/jun/25/politicalnews.uk,Commons sketch: Po-faced pacifist offers hostel to fortune,no,0.3208,0.2962
1583,business/1999/jun/01/7,https://www.theguardian.com/business/1999/jun/01/7,Euroco on a mission to self-destruct,no,0.7941,0.2058
1584,world/1937/apr/01/india,https://www.theguardian.com/world/1937/apr/01/india,New Indian constitution in force to-day,no,0.6821,0.1772
1585,australia-news/article/2024/jun/03/my-climate-view-change-projections-local-australia-farmers-40-years-2070-online-tool,https://www.theguardian.com/australia-news/article/2024/jun/03/my-climate-view-change-projections-local-australia-farmers-40-years-2070-online-tool,My Climate View: online tool allows Australian farmers to project changes out to 2070,yes,0.6865,0.5397
1586,environment/2023/oct/06/feeding-seaweed-to-cows-can-cut-methane-emissions-says-swedish-report,https://www.theguardian.com/environment/2023/oct/06/feeding-seaweed-to-cows-can-cut-methane-emissions-says-swedish-report,"Feeding seaweed to cows can cut methane emissions, says Swedish report",yes,0.7503,0.5319
1587,australia-news/2022/jan/30/victorian-prison-staff-feared-250000-religious-chaplaincy-program-could-endanger-volunteers,https://www.theguardian.com/australia-news/2022/jan/30/victorian-prison-staff-feared-250000-religious-chaplaincy-program-could-endanger-volunteers,"Victorian prison staff feared $250,000 religious chaplaincy program could endanger volunteers",yes,0.5278,0.2175
1588,australia-news/2021/oct/22/victorian-government-used-low-grade-mask-study-to-justify-mandate-experts-say,https://www.theguardian.com/australia-news/2021/oct/22/victorian-government-used-low-grade-mask-study-to-justify-mandate-experts-say,"Victorian government used ‘low grade’ mask study to justify mandate, experts say",yes,0.6246,0.3076
1589,education/2021/aug/11/use-2020-as-baseline-for-future-exam-results-argues-former-dfe-adviser,https://www.theguardian.com/education/2021/aug/11/use-2020-as-baseline-for-future-exam-results-argues-former-dfe-adviser,"Use 2020 as baseline for future exam results, argues former DfE adviser",yes,0.6303,0.4561
1590,world/2021/apr/27/children-may-be-at-risk-from-long-covid-symptoms-study-finds,https://www.theguardian.com/world/2021/apr/27/children-may-be-at-risk-from-long-covid-symptoms-study-finds,"Children may be at risk from long Covid symptoms, study finds",yes,0.8419,0.2613
1591,australia-news/2020/aug/12/australias-covid-aged-care-deaths-worst-disaster-that-is-still-unfolding-before-my-eyes,https://www.theguardian.com/australia-news/2020/aug/12/australias-covid-aged-care-deaths-worst-disaster-that-is-still-unfolding-before-my-eyes,"Hundreds of Australia’s aged care residents will die of Covid because of government failure, expert warns",yes,0.4539,0.1609
1592,us-news/2020/feb/25/trump-family-separations-children-torture-psychology,https://www.theguardian.com/us-news/2020/feb/25/trump-family-separations-children-torture-psychology,"Trump's separation of families constitutes torture, doctors find",yes,0.4167,0.1658
1593,cities/2019/sep/04/which-is-the-worlds-vainest-city,https://www.theguardian.com/cities/2019/sep/04/which-is-the-worlds-vainest-city,Which is the world's vainest city?,yes,0.2724,0.1028
1594,cities/2017/aug/01/lessons-fast-lane-study-car-pooling-works-jakarta-google,https://www.theguardian.com/cities/2017/aug/01/lessons-fast-lane-study-car-pooling-works-jakarta-google,Lessons from the fast lane: does this study prove car-pooling works?,yes,0.4151,0.0609
1595,us-news/2018/may/23/homeless-villages-crime-rate-seattle-portland,https://www.theguardian.com/us-news/2018/may/23/homeless-villages-crime-rate-seattle-portland,"No link between homeless villages and crime rates, Guardian review suggests",yes,0.8774,0.0612
1596,australia-news/2018/feb/26/why-the-right-and-left-cant-stop-sounding-off-about-phonics,https://www.theguardian.com/australia-news/2018/feb/26/why-the-right-and-left-cant-stop-sounding-off-about-phonics,Why the right and left can't stop sounding off about phonics,yes,0.3454,0.4561
1597,society/2016/jul/13/aylesbury-estate-south-london-social-housing,https://www.theguardian.com/society/2016/jul/13/aylesbury-estate-south-london-social-housing,The fall and rise of the council estate,yes,0.3916,0.0929
1598,education/2016/sep/07/academies-gcse-results-research-lse-epi,https://www.theguardian.com/education/2016/sep/07/academies-gcse-results-research-lse-epi,"Academisation has no long-term effect on GCSE results, research suggests",yes,0.7486,0.4561
1599,australia-news/2015/mar/08/labors-paid-parental-scheme-has-helped-productivity-says-government,https://www.theguardian.com/australia-news/2015/mar/08/labors-paid-parental-scheme-has-helped-productivity-says-government,"Labor's paid parental leave scheme has helped productivity, says government",yes,0.7039,0.2651
1600,australia-news/2015/jun/29/for-aboriginal-people-just-staying-alive-is-the-priority-says-mick-gooda,https://www.theguardian.com/australia-news/2015/jun/29/for-aboriginal-people-just-staying-alive-is-the-priority-says-mick-gooda,"For Aboriginal people, just staying alive is the priority, says Mick Gooda",yes,0.4552,0.229
1601,world/2016/mar/17/are-french-prisons-finishing-schools-for-terrorism,https://www.theguardian.com/world/2016/mar/17/are-french-prisons-finishing-schools-for-terrorism,Are French prisons ‘finishing schools’ for terrorism? | Christopher de Bellaigue,yes,0.2976,0.2205
1602,voluntary-sector-network/2015/jul/22/how-citizens-advice-shows-it-is-good-value-for-money,https://www.theguardian.com/voluntary-sector-network/2015/jul/22/how-citizens-advice-shows-it-is-good-value-for-money,How Citizens Advice shows it is good value for money,yes,0.3547,0.2583
1603,science/sifting-the-evidence/2014/nov/17/study-finds-cigarette-smokers-in-australia-now-support-plain-packaging,https://www.theguardian.com/science/sifting-the-evidence/2014/nov/17/study-finds-cigarette-smokers-in-australia-now-support-plain-packaging,Study finds cigarette smokers in Australia now support plain packaging,yes,0.5534,0.2072
1604,public-leaders-network/2013/sep/24/academic-research-influence-civil-service-policy,https://www.theguardian.com/public-leaders-network/2013/sep/24/academic-research-influence-civil-service-policy,Three ways academic research can influence civil service policy,yes,0.4185,0.4635
1605,sustainable-business/price-intel-mindfulness-program-employee,https://www.theguardian.com/sustainable-business/price-intel-mindfulness-program-employee,There's no price tag on a clear mind: Intel to launch mindfulness program,yes,0.433,0.4448
1606,sustainable-business/2015/may/14/brazil-beef-industry-pledges-cut-amazon-deforestation-rate-in-half,https://www.theguardian.com/sustainable-business/2015/may/14/brazil-beef-industry-pledges-cut-amazon-deforestation-rate-in-half,Brazil beef industry pledges cut Amazon deforestation,yes,0.4361,0.4761
1607,society/2015/apr/22/cutting-prison-victim-awareness-tories-chris-grayling,https://www.theguardian.com/society/2015/apr/22/cutting-prison-victim-awareness-tories-chris-grayling,Cuts to prison restorative justice show why Chris Grayling should be voted out | Eric Allison,yes,0.6347,0.5725
1608,healthcare-network/2014/feb/24/bradford-infant-mortality-five-year-study,https://www.theguardian.com/healthcare-network/2014/feb/24/bradford-infant-mortality-five-year-study,Born in Bradford study aims to tackle child health problems,yes,0.4252,0.3625
1609,world/2014/sep/25/us-officials-terror-group-khorasan-syria,https://www.theguardian.com/world/2014/sep/25/us-officials-terror-group-khorasan-syria,US officials unclear on threat posed by obscure al-Qaida cell in Syria,yes,0.3876,0.2328
1610,local-government-network/2013/jan/08/councils-evidence-tackling-troubled-families,https://www.theguardian.com/local-government-network/2013/jan/08/councils-evidence-tackling-troubled-families,Where is the evidence to help councils tackling troubled families?,yes,0.6843,0.4561
1611,voluntary-sector-network/2013/jan/28/randomised-controlled-trial-charity,https://www.theguardian.com/voluntary-sector-network/2013/jan/28/randomised-controlled-trial-charity,When is a randomised controlled trial appropriate for your charity?,yes,0.6013,0.4561
1612,world/2013/may/27/politics-julia-gillard,https://www.theguardian.com/world/2013/may/27/politics-julia-gillard,Julia Gillard under fire over live odds: Politics live blog,yes,0.3437,0.1117
1613,higher-education-network/blog/2012/jun/13/tuition-fees-drop-in-student-numbers,https://www.theguardian.com/higher-education-network/blog/2012/jun/13/tuition-fees-drop-in-student-numbers,Are tuition fees really to blame for a drop in student numbers?,yes,0.4627,0.1878
1614,politics/2013/nov/18/nick-cleggs-monthly-press-conference-politics-live-blog,https://www.theguardian.com/politics/2013/nov/18/nick-cleggs-monthly-press-conference-politics-live-blog,David Cameron's statement on the Chogm summit in Sri Lanka and Typhoon Haiyan: Politics live blog,yes,0.531,0.3754
1615,society/2012/jun/19/havens-allow-young-people-reclaim-streets,https://www.theguardian.com/society/2012/jun/19/havens-allow-young-people-reclaim-streets,Havens allow young people to reclaim their streets,yes,0.3151,0.1272
1616,science/2010/apr/26/liberal-democrats-science-policy,https://www.theguardian.com/science/2010/apr/26/liberal-democrats-science-policy,Liberal Democrats answer questions about their science policy,yes,0.4129,0.2747
1617,careandsupportreform/brent-care-scheme,https://www.theguardian.com/careandsupportreform/brent-care-scheme,Brent care scheme for older people is top of the Popps,yes,0.3236,0.1978
1618,cleantechrevolution2009/building-better-future,https://www.theguardian.com/cleantechrevolution2009/building-better-future,Building a better future,yes,0.4508,0.2065
1619,uk/2008/aug/31/military.prisonsandprobation,https://www.theguardian.com/uk/2008/aug/31/military.prisonsandprobation,Record numbers of ex-soldiers in UK jails as combat trauma blamed,yes,0.322,0.1403
1620,education/2007/jun/25/schools.uk1,https://www.theguardian.com/education/2007/jun/25/schools.uk1,"Extra school services help lift results, says study",yes,0.648,0.4561
1621,society/2008/mar/05/drugsandalcohol.ukcrime,https://www.theguardian.com/society/2008/mar/05/drugsandalcohol.ukcrime,New powers for police to shut rowdy venues and cut drink-related crime,yes,0.3026,0.0609
1622,education/2006/may/30/learnlessonplans.secondaryschools1,https://www.theguardian.com/education/2006/may/30/learnlessonplans.secondaryschools1,Critics' choice,yes,0.8264,0.4635
1623,education/2004/feb/24/teaching.schools,https://www.theguardian.com/education/2004/feb/24/teaching.schools,Critics' choice,yes,0.5697,0.4635
1624,society/2002/jul/17/crime.penal,https://www.theguardian.com/society/2002/jul/17/crime.penal,Let's face it,yes,0.4587,0.5725
1625,education/2002/apr/03/research.highereducation,https://www.theguardian.com/education/2002/apr/03/research.highereducation,£7m government boost for TSEs research,yes,0.5724,0.4386
1626,world/2003/feb/06/politics.iraq,https://www.theguardian.com/world/2003/feb/06/politics.iraq,Powell's evidence against Saddam: does it add up?,yes,0.8308,0.0307
1627,news/2000/jun/22/guardianobituaries1,https://www.theguardian.com/news/2000/jun/22/guardianobituaries1,Elsie Widdowson,yes,0.3995,0.2107
1628,world/1999/sep/09/indonesia,https://www.theguardian.com/world/1999/sep/09/indonesia,The International Arms Trade to Indonesia,yes,0.6549,0.239
1629,society/2025/aug/13/adhd-medication-linked-to-lower-risk-of-suicidal-behaviours-study-suggests,https://www.theguardian.com/society/2025/aug/13/adhd-medication-linked-to-lower-risk-of-suicidal-behaviours-study-suggests,"ADHD medication linked to lower risk of suicidal behaviours, study suggests",yes,0.6631,0.4865
1630,science/2025/may/31/immunotherapy-trial-helps-cancer-patients-with-tumours-live-40-longer,https://www.theguardian.com/science/2025/may/31/immunotherapy-trial-helps-cancer-patients-with-tumours-live-40-longer,Immunotherapy trial helps cancer patients with tumours live 40% longer,yes,0.9407,0.4386
1631,us-news/2025/may/14/vinay-prasad-vaccines-covid,https://www.theguardian.com/us-news/2025/may/14/vinay-prasad-vaccines-covid,Critic of Covid boosters set to enact tough agenda as top US vaccines official,yes,0.8547,0.3846
1632,us-news/2025/may/01/rfk-mmr-vaccines-fetus-claim,https://www.theguardian.com/us-news/2025/may/01/rfk-mmr-vaccines-fetus-claim,RFK Jr and health agency falsely claim MMR vaccine includes ‘aborted fetus debris’,yes,0.7261,0.3846
1633,us-news/2025/jun/02/vaccine-rule-change-child-trial-volunteers,https://www.theguardian.com/us-news/2025/jun/02/vaccine-rule-change-child-trial-volunteers,"A ‘war on children’: as US changes Covid vaccine rules, parents of trial volunteers push back",yes,0.7106,0.3846
1634,society/2025/apr/29/exercise-can-counter-side-effects-of-cancer-treatment-biggest-review-of-its-kind-shows,https://www.theguardian.com/society/2025/apr/29/exercise-can-counter-side-effects-of-cancer-treatment-biggest-review-of-its-kind-shows,"Exercise can counter side-effects of cancer treatment, biggest review of its kind shows",yes,0.8371,0.457
1635,society/2025/jan/11/is-a-brain-stimulation-headset-the-answer-to-depression,https://www.theguardian.com/society/2025/jan/11/is-a-brain-stimulation-headset-the-answer-to-depression,Is a brain-stimulation headset the answer to depression?,yes,0.5031,0.4865
1636,society/2025/jun/06/key-takeaways-from-worlds-largest-cancer-conference-in-chicago,https://www.theguardian.com/society/2025/jun/06/key-takeaways-from-worlds-largest-cancer-conference-in-chicago,Key takeaways from world’s largest cancer conference in Chicago,yes,0.9989,0.4386
1637,society/2025/mar/28/new-drug-for-lower-back-pain-could-be-a-gamechanger,https://www.theguardian.com/society/2025/mar/28/new-drug-for-lower-back-pain-could-be-a-gamechanger,New drug for lower back pain could be ‘a gamechanger’,yes,0.9983,0.4865
1638,society/2025/aug/19/young-vape-users-three-times-as-likely-to-start-smoking-study,https://www.theguardian.com/society/2025/aug/19/young-vape-users-three-times-as-likely-to-start-smoking-study,"Young vape users three times as likely to start smoking, study finds",yes,0.5427,0.2673
1639,society/article/2024/jul/25/shingles-vaccine-shingrix-may-delay-dementia-onset-study,https://www.theguardian.com/society/article/2024/jul/25/shingles-vaccine-shingrix-may-delay-dementia-onset-study,Study raises hopes that shingles vaccine may delay onset of dementia,yes,0.9196,0.4411
1640,society/article/2024/sep/10/epilepsy-drug-sulthiam-could-reduce-sleep-apnoea-symptoms-study-finds,https://www.theguardian.com/society/article/2024/sep/10/epilepsy-drug-sulthiam-could-reduce-sleep-apnoea-symptoms-study-finds,"Epilepsy drug could reduce sleep apnoea symptoms, study finds",yes,0.6614,0.4535
1641,society/2024/feb/25/is-the-100-year-old-tb-vaccine-a-new-secret-weapon-against-alzheimers-dementia-bcg,https://www.theguardian.com/society/2024/feb/25/is-the-100-year-old-tb-vaccine-a-new-secret-weapon-against-alzheimers-dementia-bcg,Is the 100-year old TB vaccine a new weapon against Alzheimer’s?,yes,0.6991,0.4411
1642,society/2025/apr/26/now-we-have-options-the-scientists-trying-to-cure-our-allergies,https://www.theguardian.com/society/2025/apr/26/now-we-have-options-the-scientists-trying-to-cure-our-allergies,‘Now we have options’: the scientists trying to cure our allergies,yes,0.4994,0.2309
1643,science/ng-interactive/2025/apr/23/cluster-headaches-magic-mushrooms-psilocybin,https://www.theguardian.com/science/ng-interactive/2025/apr/23/cluster-headaches-magic-mushrooms-psilocybin,Cluster headaches are ‘the most painful condition on the planet’. Sufferers are going to extreme – and secretive – measu,yes,0.4228,0.2508
1644,environment/article/2024/sep/05/loss-of-bats-to-lethal-fungus-linked-to-1300-child-deaths-in-us-study-says-aoe,https://www.theguardian.com/environment/article/2024/sep/05/loss-of-bats-to-lethal-fungus-linked-to-1300-child-deaths-in-us-study-says-aoe,"Loss of bats to lethal fungus linked to 1,300 child deaths in US, study says",yes,0.5852,0.2076
1645,australia-news/2023/aug/29/labor-australian-centre-for-evaluation,https://www.theguardian.com/australia-news/2023/aug/29/labor-australian-centre-for-evaluation,Labor launches new body to evaluate public programs using randomised trials,yes,0.5705,0.1829
1646,society/article/2024/jun/18/weightlifting-at-retirement-age-keeps-legs-strong-years-later-study-finds,https://www.theguardian.com/society/article/2024/jun/18/weightlifting-at-retirement-age-keeps-legs-strong-years-later-study-finds,"Weightlifting at retirement age keeps legs strong years later, study finds",yes,0.5106,0.3124
1647,science/2025/feb/03/an-omega-3-dose-a-day-could-slow-ageing-process-healthspan-trial-finds,https://www.theguardian.com/science/2025/feb/03/an-omega-3-dose-a-day-could-slow-ageing-process-healthspan-trial-finds,"An omega-3 dose a day could slow ageing process, ‘healthspan’ trial finds",yes,0.5443,0.4411
1648,society/2024/oct/19/when-therapy-goes-wrong-the-problem-of-underqualified-psychotherapists,https://www.theguardian.com/society/2024/oct/19/when-therapy-goes-wrong-the-problem-of-underqualified-psychotherapists,When therapy goes wrong: the problem of underqualified practitioners,yes,0.6236,0.3641
1649,society/article/2024/jul/30/new-online-therapies-could-help-at-least-twice-number-of-people-recover-from-anxiety,https://www.theguardian.com/society/article/2024/jul/30/new-online-therapies-could-help-at-least-twice-number-of-people-recover-from-anxiety,New online therapies could help at least twice number of people recover from anxiety,yes,0.5939,0.3641
1650,society/2024/oct/14/new-cervical-cancer-treatment-regime-cuts-risk-dying,https://www.theguardian.com/society/2024/oct/14/new-cervical-cancer-treatment-regime-cuts-risk-dying,New cervical cancer treatment regime ‘cuts risk of dying from disease by 40%’,yes,0.9882,0.3547
1651,science/2023/sep/17/these-patients-do-not-have-time-families-in-uk-demand-access-to-new-drug-that-slows-brain-tumours,https://www.theguardian.com/science/2023/sep/17/these-patients-do-not-have-time-families-in-uk-demand-access-to-new-drug-that-slows-brain-tumours,‘These patients do not have time’: families in UK demand access to new drug that slows brain tumours,yes,0.947,0.3959
1652,society/2024/mar/24/alzheimers-breakthrough-drugs-medicine-donanemab-aducanumab-lecanemab,https://www.theguardian.com/society/2024/mar/24/alzheimers-breakthrough-drugs-medicine-donanemab-aducanumab-lecanemab,Alzheimer’s ‘breakthrough’ stalls: why a much-hyped drug is facing approval delays,yes,0.5316,0.4411
1653,society/article/2024/jun/19/walking-three-times-a-week-nearly-halves-recurrence-of-low-back-pain,https://www.theguardian.com/society/article/2024/jun/19/walking-three-times-a-week-nearly-halves-recurrence-of-low-back-pain,Walking three times a week ‘nearly halves’ recurrence of low back pain,yes,0.7813,0.4865
1654,science/2024/mar/13/wim-hof-breathing-cold-exposure-method-benefits-study,https://www.theguardian.com/science/2024/mar/13/wim-hof-breathing-cold-exposure-method-benefits-study,"Wim Hof breathing and cold-exposure method may have benefits, study finds",yes,0.536,0.457
1655,society/article/2024/jun/01/psychedelics-hallucinogens-depression-robitussin-auvelity-nrx,https://www.theguardian.com/society/article/2024/jun/01/psychedelics-hallucinogens-depression-robitussin-auvelity-nrx,"Can psychedelics treat depression? Maybe, and you might not even have to take a trip",yes,0.7085,0.4535
1656,society/2024/nov/24/resilience-interventions-do-work-why-coping-strategies-should-be-a-staple-of-education,https://www.theguardian.com/society/2024/nov/24/resilience-interventions-do-work-why-coping-strategies-should-be-a-staple-of-education,‘Resilience interventions do work’ – why coping strategies should be a staple of education,yes,0.3872,0.3401
1657,environment/article/2024/may/20/processed-foods-health-what-to-know,https://www.theguardian.com/environment/article/2024/may/20/processed-foods-health-what-to-know,Ultra-processed US foods are ultra-bad for you. Here’s what to know,yes,0.7798,0.3263
1658,us-news/2023/jun/10/lecanemab-leqembi-alzheimers-drug-fda-advisers,https://www.theguardian.com/us-news/2023/jun/10/lecanemab-leqembi-alzheimers-drug-fda-advisers,FDA advisers say new Alzheimer’s drug lecanemab slows cognitive decline,yes,0.4882,0.4386
1659,world/2024/apr/05/friday-briefing-scotlands-new-hate-act-descends-into-disarray,https://www.theguardian.com/world/2024/apr/05/friday-briefing-scotlands-new-hate-act-descends-into-disarray,Friday briefing: Scotland’s new hate crime law descends into disarray,yes,0.2562,0.1938
1660,society/2023/oct/22/already-approved-drugs-could-cut-risk-of-cervical-cancer-return-study-finds,https://www.theguardian.com/society/2023/oct/22/already-approved-drugs-could-cut-risk-of-cervical-cancer-return-study-finds,"Already approved drugs could cut risk of cervical cancer return, study finds",yes,0.984,0.4386
1661,society/2023/sep/11/turmeric-effective-as-medicine-indigestion-study,https://www.theguardian.com/society/2023/sep/11/turmeric-effective-as-medicine-indigestion-study,"Turmeric could be as effective as medicine for indigestion, says study",yes,0.7275,0.4597
1662,world/2022/aug/23/first-trial-antiviral-monkeypox-drug-could-speed-recovery-begins-uk-tecovirimat,https://www.theguardian.com/world/2022/aug/23/first-trial-antiviral-monkeypox-drug-could-speed-recovery-begins-uk-tecovirimat,First trial of antiviral monkeypox drug that could speed recovery begins in UK,yes,0.5223,0.3959
1663,society/2023/aug/16/morning-after-pill-levonorgestrel-piroxicam-pregnancies-study,https://www.theguardian.com/society/2023/aug/16/morning-after-pill-levonorgestrel-piroxicam-pregnancies-study,"Taking morning-after pill with another drug is much more effective, study finds",yes,0.8766,0.4597
1664,science/2023/jun/28/vitamin-d-supplements-may-cut-risk-of-heart-attacks-trial-suggests,https://www.theguardian.com/science/2023/jun/28/vitamin-d-supplements-may-cut-risk-of-heart-attacks-trial-suggests,"Vitamin D supplements may cut risk of heart attacks, trial suggests",yes,0.6177,0.3773
1665,society/2023/aug/16/phone-app-helped-students-cut-down-on-drinking-researchers-say,https://www.theguardian.com/society/2023/aug/16/phone-app-helped-students-cut-down-on-drinking-researchers-say,"Phone app helped students cut down on drinking, researchers say",yes,0.4915,0.3703
1666,science/article/2024/may/18/zoe-nutrition-app-diet-tim-spector-wellness-science,https://www.theguardian.com/science/article/2024/may/18/zoe-nutrition-app-diet-tim-spector-wellness-science,‘Personalising stuff that doesn’t matter’: the trouble with the Zoe nutrition app,yes,0.6837,0.2228
1667,science/2022/nov/17/vaccine-shown-to-prolong-life-patients-aggressive-brain-cancer-trial-glioblastoma,https://www.theguardian.com/science/2022/nov/17/vaccine-shown-to-prolong-life-patients-aggressive-brain-cancer-trial-glioblastoma,Vaccine shown to prolong life of patients with aggressive brain cancer,yes,0.8773,0.4386
1668,society/2023/aug/02/ai-use-breast-cancer-screening-study-preliminary-results,https://www.theguardian.com/society/2023/aug/02/ai-use-breast-cancer-screening-study-preliminary-results,"AI use in breast cancer screening as good as two radiologists, study finds",yes,0.9983,0.3547
1669,society/2022/nov/30/drug-slows-cognitive-decline-in-alzheimers-patients-study-reveals,https://www.theguardian.com/society/2022/nov/30/drug-slows-cognitive-decline-in-alzheimers-patients-study-reveals,"Drug slows cognitive decline in Alzheimer’s patients, study reveals",yes,0.9986,0.4386
1670,society/2023/may/20/drug-hot-flushes-transform-menopause-treatment-doctors-fezolinetant,https://www.theguardian.com/society/2023/may/20/drug-hot-flushes-transform-menopause-treatment-doctors-fezolinetant,"Drug for hot flushes will transform menopause treatment, doctors say",yes,0.7314,0.4412
1671,society/2023/may/27/immunologist-akiko-iwasaki-we-are-not-done-with-covid-not-even-close,https://www.theguardian.com/society/2023/may/27/immunologist-akiko-iwasaki-we-are-not-done-with-covid-not-even-close,"Immunologist Akiko Iwasaki: ‘We are not done with Covid, not even close’",yes,0.9532,0.3812
1672,us-news/2022/jul/22/paxlovid-covid-antiviral-drug-biden-fauci,https://www.theguardian.com/us-news/2022/jul/22/paxlovid-covid-antiviral-drug-biden-fauci,"Paxlovid going underused due to doctors’ ‘misperceptions’, experts say",yes,0.6271,0.3812
1673,society/2023/mar/08/endometriosis-new-treatment-non-hormonal-drug-dichloroacetate,https://www.theguardian.com/society/2023/mar/08/endometriosis-new-treatment-non-hormonal-drug-dichloroacetate,Researchers optimistic about potential new treatment for endometriosis,yes,0.7677,0.457
1674,money/2022/apr/16/clinical-trials-how-taking-the-pills-may-pay-those-bills,https://www.theguardian.com/money/2022/apr/16/clinical-trials-how-taking-the-pills-may-pay-those-bills,Clinical trials: how taking the pills may pay those bills,yes,0.5884,0.4597
1675,environment/2022/dec/27/climate-impact-labels-could-help-people-eat-less-red-meat,https://www.theguardian.com/environment/2022/dec/27/climate-impact-labels-could-help-people-eat-less-red-meat,Climate impact labels could help people eat less red meat,yes,0.5044,0.5397
1676,us-news/2023/aug/02/first-thing-donald-trump-faces-four-charges-over-efforts-to-overturn-2020-election,https://www.theguardian.com/us-news/2023/aug/02/first-thing-donald-trump-faces-four-charges-over-efforts-to-overturn-2020-election,Donald Trump faces four charges over efforts to overturn 2020 election | First Thing,yes,0.2065,0.1708
1677,science/2022/nov/06/initially-i-thought-it-was-a-scam-can-collagen-really-turn-back-the-clock,https://www.theguardian.com/science/2022/nov/06/initially-i-thought-it-was-a-scam-can-collagen-really-turn-back-the-clock,‘Initially I thought it was a scam’: can collagen really turn back the clock?,yes,0.7916,0.4656
1678,media/2021/may/19/press-council-rules-herald-sun-article-on-pfizer-vaccine-not-fair-or-balanced,https://www.theguardian.com/media/2021/may/19/press-council-rules-herald-sun-article-on-pfizer-vaccine-not-fair-or-balanced,Australian Press Council criticises Herald Sun for ‘misleading’ Pfizer Covid vaccine subheading,yes,0.7001,0.3846
1679,politics/2022/oct/05/drug-could-be-gamechanger-for-people-with-chronic-coughs,https://www.theguardian.com/politics/2022/oct/05/drug-could-be-gamechanger-for-people-with-chronic-coughs,New drug could be ‘gamechanger’ for chronic cough sufferers,yes,0.5174,0.3702
1680,society/2022/sep/14/daily-multi-vitamins-may-improve-brain-function-in-older-people-us-study,https://www.theguardian.com/society/2022/sep/14/daily-multi-vitamins-may-improve-brain-function-in-older-people-us-study,Daily multi-vitamins may improve brain function in older people – US study,yes,0.5686,0.4386
1681,news/2024/oct/29/acute-psychosis-inner-voices-avatar-therapy-psychiatry,https://www.theguardian.com/news/2024/oct/29/acute-psychosis-inner-voices-avatar-therapy-psychiatry,‘You tried to tell yourself I wasn’t real’: what happens when people with acute psychosis meet the voices in their heads,yes,0.6362,0.0607
